"YYYYMMDD = Datum (YYYY=jaar MM=maand DD=dag)," "Q= Globale straling (in J/cm2),"
20181101 , 413
20181102 , 528
20181103 , 612
20181104 , 697
20181105 , 171
20181106 , 590
20181107 , 573
20181108 , 658
20181109 , 385
20181110 , 112
20181111 , 229
20181112 , 127
20181113 , 363
20181114 , 514
